season,matchday,question_number,text,category,a_pct,b_pct,c_pct,d_pct,e_pct,league_pct,difficulty
LL68,MD18,Q4,"A popular recurring segment on
                           The Tonight Show Starring Jimmy Fallon
                           , introduced by actor John Krasinski, was developed into a full-length series coproduced by Krasinski that debuted to high ratings on the Spike cable network in April 2015. What is the name of this segment/series?",TELEVISION,70,58,55,49,46,53,medium
LL68,MD18,Q5,"Darden
                           ,
                           Mendoza
                           ,
                           Kelley
                           ,
                           Tepper
                           , and
                           Booth
                           are names of educational institutions focused primarily on the teaching of what subject area?",BUS/ECON,74,57,58,49,41,53,medium
LL68,MD18,Q6,"Yerba
                           leaves of the
                           Ilex paraguariensis
                           tree are used to prepare what infused drink, popular in South America and parts of the Middle East? It's especially popular in Argentina, where it is considered the national drink and has a dedicated museum in the Buenos Aires suburb of Tigre.",FOOD/DRINK,77,70,65,57,49,60,medium
LL68,MD19,Q1,"The international rules of what sport state that the ball used for play must have a diameter of 40 mm and a mass of 2.7 g, that it shall bounce 24-26 cm when dropped from a height of 30.5 cm onto a steel block having a coefficient of restitution between 0.89 and 0.92, and that it is made of celluloid or similar plastic?",GAMES/SPORT,80,74,67,57,49,61,medium
LL68,MD19,Q2,"Half of the 46 counties in England designated as ""ceremonial counties"" and 20 of the 39 in a separate but overlapping set known as the original ""nonmetropolitan counties"" have names that end in what suffix?",GEOGRAPHY,95,92,87,82,71,81,easy
LL68,MD19,Q3,"In modern musical notation, when the F-clef is placed on the fourth line of the staff, the clef is called what? Incidentally, the F-clef is virtually always placed on the fourth line of the staff.",CLASS MUSIC,68,54,50,44,33,46,medium
LL68,MD19,Q4,"Eight years before becoming the seventh President of the United States in 1829, Andrew Jackson served briefly as what territory's military governor? He would be commemorated in the naming of a town in the then-territory.",AMER HIST,69,56,46,36,28,42,medium
LL68,MD19,Q5,Sales of the Piaggio Vespa 2-stroke scooter spiked beginning in 1953 upon the release of what romantic comedy film?,FILM,84,77,68,64,44,63,easy
LL68,MD19,Q6,"Limit order
                           is the term used for a securities order placed with a brokerage to buy/sell shares at a specific price (or better). What is the most common term for the basic type of order with no ""limit,"" instructing the broker to buy/sell immediately at whatever is the best available price at that moment?",BUS/ECON,52,35,29,27,23,30,hard
LL68,MD20,Q1,"Although Arnold Schwarzenegger is slated to take over the franchise in the 2016__î17 television season, to date, every season of all American versions of the NBC reality series
                           The Apprentice
                           (including spinoffs/variations) was hosted by Donald Trump, with one exception. Who hosted this non-Trump
                           Apprentice
                           , which aired in the fall of 2005?",TELEVISION,63,43,35,24,19,32,hard
LL68,MD20,Q2,"Methanoic acid (HCOOH), a colorless liquid used in electroplating, dyeing, and tanning, is more commonly known by a name derived from the Latin word for
                           ant
                           , because the acid was first discovered as a secretion from the insect. What is the common name for this acid
                           or
                           the Latin word from which it's derived? Somewhat oddly, the Latin word is also used for a well-known composite laminate.",SCIENCE,83,66,52,44,27,48,medium
LL68,MD20,Q3,"Who is, at still just barely 28 years of age,
                           by far
                           the biggest-selling Barbadian artist in the history of pop music?",POP MUSIC,91,83,79,73,64,75,easy
LL68,MD20,Q4,"The Southeastern Nigerian states of Abia, Akwa Ibom, Anambra, Bayelsa, Cross River, Delta, Ebonyi, Enugu, Imo, and Rivers cover the area that was, from 1967 to 1970, what republic?",WORLD HIST,66,45,32,19,7,26,hard
LL68,MD20,Q5,"An animal referred to in French as
                           la grenouille
                           is known in English as what?",LANGUAGE,77,60,49,42,26,46,medium
LL68,MD20,Q6,What is the term in the sport of cricket for the segment of time that a team or an individual batsman has a turn batting at the wicket?,GAMES/SPORT,65,54,50,41,29,43,medium
LL68,MD21,Q1,"The Frenchmen Henri Duparc, Vincent d'Indy, Emmanuel Chabrier, Paul Dukas, and Albert Roussel all achieved varying levels of acclaim in what profession?",CLASS MUSIC,63,37,24,17,7,24,hard
LL68,MD21,Q2,"Coily, Ugg, Wrong-Way, Slick, and Sam are the @!#?@! enemies of the hero in what classic arcade video game?",GAMES/SPORT,78,67,61,51,41,54,medium
LL68,MD21,Q3,"James Dixon, a young historian from working-class Northern England struggling to fit into the pseudointellectual academic establishment in a 1954 novel by Kingsley Amis, is described in the book's title as what?",LITERATURE,51,37,25,13,6,21,hard
LL68,MD21,Q4,"_____ _____ with Apples
                           by Paul Cê©zanne (1890),
                           _____ _____   with Earthen Pots and Clogs
                           by Vincent van Gogh (1884),
                           _____ _____   with Fish
                           by ê_douard Manet (1864),
                           _____ _____ with Oranges
                           by Henri Matisse (1912): the same two words fill in the blanks in all of these works. What are those two words?",ART,96,86,82,70,50,71,easy
LL68,MD21,Q5,"The Latin word
                           Punicus
                           describes a person from an ancient city that is best known historically by what anglicized name?",WORLD HIST,87,75,63,46,23,51,medium
LL68,MD21,Q6,"Name the actress who has been nominated for a Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series in nine of the last ten years, after being nominated in the Supporting category for seven straight years from 1992 to 1998.",TELEVISION,89,86,83,74,65,75,easy
LL68,MD22,Q1,150 million meatballs generate part of the $2 billion in food revenue posted annually by what global chain?,FOOD/DRINK,56,45,44,39,35,41,medium
LL68,MD22,Q2,"Felsic
                           ,
                           intermediate
                           ,
                           mafic
                           , and
                           ultramafic
                           are four main classifications of material produced typically by what type of event?",SCIENCE,92,81,80,75,63,75,easy
LL68,MD22,Q3,A namesake Sanitary and Ship Canal__îpartially misnamed it could be argued__îis an important commercial waterway and engineering landmark that opened in 1900 in what city?,GEOGRAPHY,57,40,31,19,11,26,hard
LL68,MD22,Q4,"What theatrical production and Broadway theatre-owning company, founded in 1956, is named after long-time owners Virginia and James Binger's three children, James, Judy, and Cynthia?",THEATRE,22,13,8,6,3,9,hard
LL68,MD22,Q5,"Two of the nominees for Best Picture at the 87th Academy Awards (honoring films of 2014) were biographical films about English scientists. Name
                           both
                           of these two
                           scientists
                           .",FILM,94,92,85,80,65,79,easy
LL68,MD22,Q6,A jersey with a red-and-white checker motif is an iconic part of what national soccer team's kit (a design the team has used since its reformation in 1990)?,GAMES/SPORT,59,48,41,28,20,34,medium
LL68,MD23,Q1,"Every player who has won the NHL's Hart Memorial Trophy (MVP) and is eligible for the Hockey Hall of Fame has been elected, except for three: Tommy Anderson, Al Rollins, and who else? This third player won it as a Philadelphia Flyer after the lockout-shortened 1994-95 season (a season that, in a bitter coincidence, was the last season for the Quebec Nordiques).",GAMES/SPORT,51,42,38,29,22,33,hard
LL68,MD23,Q2,"Six of the seven European colonial powers that controlled 90% of the African continent at the end of the ""Scramble for Africa"" in 1914 were France, Germany, Italy, Portugal, Spain, and the United Kingdom. What was the seventh?",WORLD HIST,88,81,74,63,42,64,easy
LL68,MD23,Q3,"Theirs not to make reply,/Theirs not to reason why,/Theirs but to do and die:
                           these famous lines reflect the bravery and the futility that underlie what famous poem?",LITERATURE,94,83,79,62,35,63,easy
LL68,MD23,Q4,"Legendary movie cinematographer Haskell Wexler won an Oscar in 1976 in part for his creative use of what novel filmmaking apparatus, recently introduced by inventor Garrett Brown, who initially dubbed his device the ""Brown Stabilizer""?",FILM,80,70,63,53,35,54,medium
LL68,MD23,Q5,"Although most rivers on the Indian subcontinent have female names, one major exception is named for the son of the creator god in the Hindu Trimurti. What is that river's name?",GEOGRAPHY,32,16,11,6,3,11,hard
LL68,MD23,Q6,"One common metric used in the capital budgeting process within corporations and other businesses, measuring the profitability (and thus desirability) of a particular investment, is abbreviated
                           IRR
                           . What do the letters in IRR stand for?",BUS/ECON,56,39,33,30,25,33,hard
LL68,MD24,Q1,"In the world of beer drinking, what term applies to a particular type of beer notable for its lower alcohol content (less than 5.1% ABV, usually much less)? While it arguably includes beers sold as ""light"" (or ""lite""), the term itself refers to a
                           time period
                           , and the notion that a larger quantity of this beer can be consumed in a period of time without major intoxication.",FOOD/DRINK,45,44,40,34,30,36,medium
LL68,MD24,Q2,"There have been three major and successful (and often-revived) Broadway musicals based on the works of William Shakespeare. The most successful is
                           West Side Story
                           (inspired by
                           Romeo and Juliet
                           ; name
                           either
                           of the other two musicals, the first (inspired by
                           The Comedy of Errors
                           ) premiering in 1938 and the second (inspired by
                           The Taming of the Shrew
                           ) in 1948, respectively.",THEATRE,92,77,67,51,29,55,medium
LL68,MD24,Q3,"What is the name,
                           in German
                           , for either country that forms Germany's southern border?",LANGUAGE,83,72,60,49,27,51,medium
LL68,MD24,Q4,"An English band of the late 1960s was named, in part, because its members were literally ""small"" (each member under 5' 6""). This circumstance changed in 1969, when Rod Stewart and Ron Wood joined; thus the band dropped the
                           Small
                           from its name. What was the band's new, one-word name?",POP MUSIC,71,60,50,39,24,43,medium
LL68,MD24,Q5,"Invented by Christiaan Huygens in the 17th century, a U-shaped tube partly filled with liquid is one type of what instrument used to measure pressure? A barometer is another type of the instrument, whose name comes in part from the Greek for ""sparse.""",SCIENCE,40,21,15,10,6,15,hard
LL68,MD24,Q6,"On the CBS television network, there are three series of the
                           NCIS
                           franchise in current production, all of which contain
                           NCIS
                           in their names. The original, itself a spinoff of
                           JAG
                           premiering in 2003, is set in Washington, DC__îin what cities are the other two series primarily set?",TELEVISION,76,65,54,45,36,50,medium
LL68,MD25,Q1,"One of today's best-known contemporary American art exhibitions was an annual event until 1973, when it switched to its current every-two-years cycle. What museum hosts this exhibition, which was first held by the museum's namesake founder in 1932?",ART,50,39,34,28,19,30,hard
LL68,MD25,Q2,Calcium oxide (CaO) is one type of inorganic material that shares a name with what edible fruit?,SCIENCE,92,81,74,61,44,65,easy
LL68,MD25,Q3,"General Motors, Hewlett-Packard, IBM, PepsiCo, Lockheed Martin, Oracle, Mondel__z International, General Dynamics. These eight companies form a complete set of
                           Fortune 100
                           members that share, most prominently, what distinction? Currently, a complete set among the
                           Fortune 500
                           has 21 members, and among the
                           Fortune 1000
                           , over four dozen (including Xerox, Duke Energy, and Yahoo).",BUS/ECON,71,69,64,60,56,61,medium
LL68,MD25,Q4,"What is the Australian phrase, made famous in the late 19th century by the poet A.B. ""Banjo"" Paterson, that is defined roughly as carrying one's swag over one's back as a tramp does?",LITERATURE,67,50,40,26,12,32,hard
LL68,MD25,Q5,"Before Ivan IV (Ivan the Terrible) assumed the title Tsar of All the Russias in 1547, the sovereign rulers of Russia and its predecessor states (including Ivan himself) used what two-word title, followed formally by ""of Moscow""?",WORLD HIST,70,48,41,26,12,34,medium
LL68,MD25,Q6,"Although there is a small handful of very obscure words in the English language that fit the criteria, the most used
                           six-letter word that begins and ends with the same vowel and has no other vowels in between
                           is the term for a particular chronic disease relatively common in humans. What is that word?",LANGUAGE,91,83,77,75,64,75,easy
LL69,MD01,Q1,This bag holds items purchased at what retailer?,LIFESTYLE,82,76,67,58,51,62,easy
LL69,MD01,Q2,"A particular type of mechanized system known as a
                           derailleur
                           is most commonly associated with what machine?",SCIENCE,80,70,61,50,36,54,medium
LL69,MD01,Q3,"What three-word phrase (which is the same word uttered three times) forms part of the chorus of the
                           Sesame Street
                           tune ""Monster in the Mirror"" and was also the catchphrase of
                           Club MTV
                           host Downtown Julie Brown?",TELEVISION,51,36,29,18,11,24,hard
LL69,MD01,Q4,"A dynasty known as the Silla ruled, for much of the first millennium CE, a region that is best known today as what?",WORLD HIST,49,32,19,12,7,19,hard
LL69,MD01,Q5,"The architectural design firm Skidmore, Owings & Merrill first gained recognition as style innovators with its ""house"" on Park Avenue in New York City, designed for what British manufacturing company?",ART,32,23,15,7,3,12,hard
LL69,MD01,Q6,"When
                           Hamilton
                           wins the Tony Award for Best Musical, it will become the second with Thomas Jefferson as a prominent character. What was the first?",THEATRE,88,79,71,60,43,63,easy
LL69,MD02,Q1,"What is the common name for the mixture of roughly chopped vegetables__înormally onions, carrots, and celery__îused as a base for a myriad of sauces, stocks, and soups? It comes from the employer of the cook widely believed to have created it (a nomenclature common in the history of French cuisine).",FOOD/DRINK,62,54,48,39,29,42,medium
LL69,MD02,Q2,"An act passed by the Parliament of Canada in July of 1993 resulted in the first significant alteration to the country's political map since 1949, via the formal establishment of what territory?",GEOGRAPHY,87,75,61,47,22,50,medium
LL69,MD02,Q3,"Although longtime Los Angeles Laker Kareem Abdul-Jabbar is the NBA's all-time leading scorer, he is not the Lakers' all-time leading scorer__îin fact, he is third. Kobe Bryant is first; what player, who was the first-ever draft choice in L.A. Lakers history and whose #44 is retired by the franchise, is second?",GAMES/SPORT,63,51,41,34,26,38,medium
LL69,MD02,Q4,"Among the many leading Japan-based camera brands, two prominent ones are named after mountains. What are these two mountains?",BUS/ECON,59,47,37,28,16,32,hard
LL69,MD02,Q5,"The fine American actors Paul Gleason (the principal in
                           The Breakfast Club
                           ) and William Atherton (the EPA agent in
                           Ghostbusters
                           ) have often portrayed jerks and blowhards on screen. In what film do they
                           both
                           appear, as an idiot deputy police chief and arrogant television reporter, respectively?",FILM,65,52,43,35,27,40,medium
LL69,MD02,Q6,"What Latin word, which literally translates to
                           windpipe
                           , is not generally used in English to refer to the windpipe itself (that's the Greek word
                           trachea
                           ), but rather to the various airways that branch off from the trachea?",SCIENCE,69,60,51,46,37,49,medium
LL69,MD03,Q1,"Bocchetta
                           ,
                           La Cisa
                           ,
                           La Futa
                           ,
                           Giovi
                           ,
                           Pescara
                           ,
                           Sparvo
                           , and
                           Scheggia
                           are all notable passes or tunnels located within what mountain range?",GEOGRAPHY,63,48,38,22,9,29,hard
LL69,MD03,Q2,"Keren Woodward, who is currently the long-term mate of ""the other guy"" from Wham! (Andrew Ridgeley), her statuesque childhood friend Sara Dallin, and future Shakespears Sister founder Siobhan Fahey together formed what popular musical trio?",POP MUSIC,63,47,38,27,16,33,hard
LL69,MD03,Q3,"The US Embassy in Saigon, the city of Hue, and more than one hundred South Vietnamese towns were targets in a successful 1968 Viet Cong attack that took place during what Vietnamese holiday?",WORLD HIST,98,98,93,87,71,86,easy
LL69,MD03,Q4,"Paris, Istanbul, and Los Angeles are a very particular set of cities that provide the main settings for what film trilogy?",FILM,63,53,44,41,33,43,medium
LL69,MD03,Q5,"The term
                           crescent
                           refers to lunar phases in which the moon is less than half-illuminated. What is the corresponding term for phases in which the moon is
                           more
                           than half-illuminated?",SCIENCE,91,81,74,60,43,63,easy
LL69,MD03,Q6,"In many poker variations, one or more community cards are dealt face up on the table and counted by each player as a part of his or her hand. What is the term most commonly used for these cards (in Texas hold 'em it's specifically the first three community cards)__îa term which is also used for the act of dealing them?",GAMES/SPORT,86,79,70,66,57,67,easy
LL69,MD04,Q1,"The five primary characters in Carson McCullers's first novel, outcasts who inhabit a small town in 1930s Georgia, learn that (per the novel's title) the heart is what?",LITERATURE,88,77,67,51,34,56,medium
LL69,MD04,Q2,"The two-hour syndicated primetime television special
                           The Mystery of Al Capone's Vaults
                           was broadcast live on April 21, 1986, in hopes of finding the gangster's guns, money, or dead bodies, but it resulted in the discovery of nothing but debris (and huge television ratings). Who hosted this special?",TELEVISION,90,81,77,67,52,68,easy
LL69,MD04,Q3,"An Arabic term derived from the Turkish for ""rotation"" is what Lebanese and greater Levantine dish, roughly equivalent to the Greek
                           gyro
                           , the Turkish
                           dê_ner kebab
                           , and the Mexican
                           tacos al pastor
                           ?",FOOD/DRINK,81,73,66,59,42,60,medium
LL69,MD04,Q4,"In a particular Roman military discipline, one offender was chosen randomly for execution among a group of ten soldiers found guilty of a capital offense, with the execution normally conducted by the surviving nine. This punishment provided the genesis for what term?",LANGUAGE,90,81,72,56,37,60,medium
LL69,MD04,Q5,"The
                           avoirdupois
                           system of weights is based on a pound consisting of sixteen ounces. What is the alternate system based on a pound of twelve ounces (each of 120 carats)?",SCIENCE,71,48,34,21,9,29,hard
LL69,MD04,Q6,"Bouncy red hair and a thick Oklahoma accent are among the trademarks of what country music legend and namesake TV sitcom star, whose twelve number one albums on the
                           Billboard
                           Top Country Albums chart are the most ever by a female artist?",POP MUSIC,94,90,89,85,79,85,easy
LL69,MD05,Q1,"Jean Sibelius is Finland's greatest composer. By virtue of an extensive body of work that includes his 2009
                           Violin Concerto
                           , 2004 composition
                           Wing on Wing
                           , and 1997
                           L.A. Variations
                           (composed while music director of that city's Philharmonic), what innovator stakes a claim for second place?",CLASS MUSIC,30,19,15,7,3,11,hard
LL69,MD05,Q2,"In geometry, a curve known as a
                           lemniscate
                           takes a shape resembling what?",MATH,67,46,31,21,13,30,hard
LL69,MD05,Q3,"A humorous and campy video released in 1985, in VHS and Beta versions, is widely considered the first videotape-related video game. It was a spinoff of what popular board game, which also inspired a feature film that same year?",GAMES/SPORT,90,86,84,77,67,78,easy
LL69,MD05,Q4,"Provide the name missing from this complete and chronological list: Abdulaziz, Saud, Faisal, Khalid, _____________, Abdullah, Salman.",WORLD HIST,58,38,25,13,4,21,hard
LL69,MD05,Q5,"Actor Chris Pratt was ""discovered"" while working in Hawaii as a waiter at a theme restaurant, part of an international chain, which is based on a popular 1994 film. Name
                           either
                           the restaurant chain or the film.",FILM,82,73,65,55,44,59,medium
LL69,MD05,Q6,A sedentary and ambitionless government official named Mycroft is the older brother of what famous fictional character?,LITERATURE,96,93,86,80,69,82,easy
LL69,MD06,Q1,"""EATS,"" ""Facts,"" ""Partner,"" ""Iris,"" ""Racer,"" ""Genius,"" and ""Social"" are among words that, when preceded by a certain prefix, refer to currently existing smartphone apps. What is that prefix, which is itself the name of a popular app (and likely the inspiration for all the others)?",LIFESTYLE,60,55,47,44,37,46,medium
LL69,MD06,Q2,"It is generally understood that the ""Lords of Pittsburgh"" dubbed by novelist Edith Wharton in 1934 referenced five multimillionaires, four of whom built their fortunes in heavy industry: Carnegie, Frick, Mellon, and Westinghouse. What entrepreneur and ""Pickle King"" was the fifth?",BUS/ECON,85,76,68,54,44,60,medium
LL69,MD06,Q3,"What is the English foursome, in any order, that corresponds__îbut does not precisely translate__îto the French
                           pique, coeur, carreau, et trê_fle
                           ?",LANGUAGE,83,71,58,45,26,49,medium
LL69,MD06,Q4,"What four-digit number, famous in the world of computer hacking and ""phreaking,""  is the primary title of the publication subtitled
                           The Hacker Quarterly
                           ? It's the frequency (in hertz) of the tone that signaled to a telephone switch that a call has ended, leaving an open and exploitable line to provide free long distance and international calls. Coincidentally, it's also the frequency of the tone produced by a toy whistle included with Cap'n Crunch cereal.",SCIENCE,40,24,20,13,8,18,hard
LL69,MD06,Q5,"What was the name of the largest city (
                           altepetl
                           ) of pre-Columbian Mesoamerica, which was built on an island in Lake Texcoco (on the site of present-day Mexico City) and which served as the main city and center of the Aztecs during their peak in the fifteenth and sixteenth centuries?",WORLD HIST,85,75,64,56,39,58,medium
LL69,MD06,Q6,"Two sovereign island nations within the Indian Ocean, despite differing in area by a factor of nine, have roughly the same population at a little over 20 million. What are these two countries?",GEOGRAPHY,76,67,56,46,27,48,medium
LL69,MD07,Q1,"Dmitri Shostakovich's 1934 opera, Op. 29, was an instant critical and public success__îthough not in the eyes of the Soviet regime until it was ""cleaned up"" as
                           Katerina Ismailova
                           in 1962. The work actually had nothing to do with William Shakespeare, despite what name in its title?",CLASS MUSIC,55,34,28,16,11,24,hard
LL69,MD07,Q2,"A lumpy, aromatic resin obtained by tapping the trunks of trees of the tropical
                           Boswellia
                           genus, and a gummy resin bled from a tree of the
                           Commiphora
                           genus__îthese two items very often appear in a set with what third, rather dissimilar item?",SCIENCE,75,61,51,35,22,42,medium
LL69,MD07,Q3,"The ""method school"" of acting is regularly linked to what famed acting teacher, who advocated the Stanislavsky-influenced style during his thirty-plus years as director of the nonprofit Actors' Studio?",THEATRE,62,48,36,22,13,31,hard
LL69,MD07,Q4,"What are the three main ancient Greek ""orders"" (styles) of architecture, listed from least to most ornamental (which is also the order in which they developed)?",ART,81,73,63,48,29,53,medium
LL69,MD07,Q5,"This Southeast Asian country's East includes the majority of the country's land mass and most of its natural resources, but 80% of the country's citizens live in the separate, peninsular West. What is the country?",GEOGRAPHY,64,59,45,36,21,40,medium
LL69,MD07,Q6,"Although the speech best remembered is perhaps Ann Richards's ""[George Bush] was born with a silver foot in his mouth"" declamation, the 1988 Democratic National Convention is also remembered for a long and tedious nomination speech that some considered ruinous to the career of the politician who gave it (quite incorrectly, as it turned out). Who gave this widely panned speech?",AMER HIST,84,76,63,55,46,61,medium
LL69,MD08,Q1,"Cornmeal with milk, water, egg, and chopped onion, mixed into balls and dropped into hot oil__îthis is a basic recipe for the Southern delicacy best known by what name, which references (according to legend) its secondary purpose during cookouts and hunting expeditions?",FOOD/DRINK,93,91,86,83,79,85,easy
LL69,MD08,Q2,"On May 25, 2016, it was announced that Mawlawi Haibatullah Akhundzada would replace the recently deceased Akhtar Mansour as the emir of what insurgent movement?",CURR EVENTS,77,62,50,42,27,46,medium
LL69,MD08,Q3,What video game is this?,GAMES/SPORT,61,47,41,33,24,37,medium
LL69,MD08,Q4,"The title character from a popular novel of the 1880s shares a distinction (of sorts) with the names of a lanky New York Mets outfielder of the 1980s, the notorious mayor of a major American city in the 1970s, 80s and 90s, and a Pulitzer-winning columnist for the
                           Washington Post
                           . Who is this title character?",LITERATURE,62,52,37,26,13,31,hard
LL69,MD08,Q5,"Classical rationalism of the seventeenth and eighteenth centuries__îthe philosophy of Descartes, Spinoza, and others__îsought to demonstrate that all the world's significant knowledge is based on truths that can be known independently of observation and experience. The truths are often described by what two-word Latin term, popularized by Immanuel Kant?",LIFESTYLE,56,41,33,23,16,29,hard
LL69,MD08,Q6,"In what country is Lake Maracaibo, which would be the largest lake in South America if it were actually still a lake, which it was for millions of years but (by most technical definitions of the term) has not actually been for some time?",GEOGRAPHY,85,70,58,37,21,46,medium
LL69,MD09,Q1,"EgyptAir Flight 804 crashed into the Mediterranean Sea on May 19, 2016, while en route to Cairo, having departed the previous evening from the greater metropolitan area of what city?",CURR EVENTS,91,85,81,78,67,78,easy
LL69,MD09,Q2,"The Ashanti Empire existed for 250 years in a namesake area located within what modern-day African nation, which also includes the former colonial territory known as the Gold Coast?",WORLD HIST,83,67,53,37,22,45,medium
LL69,MD09,Q3,"Selective serotonin reuptake inhibitors (SSRIs), along with MAOIs, SNRIs, SARIs, and TCAs, are among the major classes (and are the most prescribed) of pharmaceuticals under a category of drugs best known as what? The term was coined in the early 1950s by a private physician in Cincinnati, after witnessing side effects of the tuberculosis drug isoniazid on certain patients.",SCIENCE,86,78,78,73,64,74,easy
LL69,MD09,Q4,Identify the woman in this photograph.,ART,47,29,21,11,7,18,hard
LL69,MD09,Q5,"What is the term for a vivid pinkish-purplish-red color that shares its name with a flowering plant of that color, which in turn takes its name from a German botanist and physician of the sixteenth century?",LIFESTYLE,77,65,60,48,41,54,medium
LL69,MD09,Q6,"What was the name of the artificially intelligent computer module, featured throughout a popular TV series of the 1980s, which was conceived and designed by fictional eccentric billionaire genius Wilton Knight to control his super high-tech Knight 2000 automobile?
                           (Note: name the computer, not the show.)",TELEVISION,94,86,83,74,65,76,easy
LL69,MD10,Q1,"While they were longtime friends, having originally met in 1967, the first formal feature-film collaboration between George Lucas and Steven Spielberg occurred in 1981 with what film?",FILM,89,80,73,60,39,62,easy
LL69,MD10,Q2,"Among the various types of crosses are the Greek cross (arms of equal length); the Latin cross (with a longer descending arm, representing Jesus's crucifixion); the Maltese cross (four straight-lined pointed arrowheads meeting at the points); St. Andrew's cross (X-shaped); the Papal cross (staff with three bars at the top in diminishing size); and the
                           fylfot
                           /
                           tetraskelion
                           /
                           gammadion cross
                           (composed of four Greek capital gammas radiating from a center). This latter cross is best known by what term?",LANGUAGE,83,74,64,54,40,58,medium
LL69,MD10,Q3,What is the common name for the sulfate mineral that ranks 2 on the Mohs hardness scale and is composed of hydrous calcium sulfate (CaSO,SCIENCE,67,40,29,18,9,27,hard
LL69,MD10,Q4,"Among the more prominent differences between American and Canadian football is the size of the field of play. How long, in yards, is the field of play in Canadian football (measured from goal line to goal line, thus not including end zones)?",GAMES/SPORT,65,53,47,38,24,40,medium
LL69,MD10,Q5,"Bavette
                           ,
                           bucatini
                           ,
                           conchiglie
                           ,
                           gemelli
                           , and
                           lumache
                           (or
                           chiocciole
                           ) are different variations of what?",FOOD/DRINK,95,88,87,80,73,82,easy
LL69,MD10,Q6,The 1836 Battle of San Jacinto was a very brief but pivotal engagement that led directly to independence for what republic?,AMER HIST,94,86,77,63,43,66,easy
LL69,MD11,Q1,"Streymoy, Eysturoy, Vêçgar, and Suêçuroy are the largest islands of what archipelago, which sits in the North Atlantic midway between Iceland and Norway, two hundred miles north of the Scottish mainland?",GEOGRAPHY,78,61,48,36,16,41,medium
LL69,MD11,Q2,"Psych
                           ,
                           Monk
                           ,
                           Suits
                           ,
                           Dig
                           , and
                           Smush
                           are all television series that were first broadcast on what network?",TELEVISION,87,79,73,71,62,72,easy
LL69,MD11,Q3,"What is the name of the trigonometric function that is the reciprocal of
                           cosine
                           (i.e.,
                           hypotenuse
                           /
                           adjacent
                           )?",MATH,66,54,46,32,22,39,medium
LL69,MD11,Q4,"What monarch, the last of the royal House of Stuart, ruled Great Britain upon the union of England and Scotland under the 1707 Acts of Union?",WORLD HIST,59,40,23,13,5,22,hard
LL69,MD11,Q5,"The Buttonwood Agreement of 1792 (named for having taken place under a buttonwood tree) is the direct progenitor of an institution that is today the largest of its kind, by a wide margin. What is this institution's name?",BUS/ECON,58,42,30,20,10,26,hard
LL69,MD11,Q6,"Many indoor rowing machines are known by what term, a term that technically denotes any device that measures the amount of work performed?",GAMES/SPORT,77,68,61,51,36,54,medium
LL69,MD12,Q1,"The 1966 Jean Rhys novel
                           Wide Sargasso Sea
                           tells the story of Antoinette ""Bertha"" Cosway's life prior to (and including) her mental descent in the attic of Thornfield Hall. The novel was written as a prequel to what other work?",LITERATURE,76,58,47,36,24,43,medium
LL69,MD12,Q2,"Identify the Austrian physicist and philosopher of science who is the namesake of the quantity roughly equivalent, at sea level, to about 1,115 feet (340 meters) per second.",SCIENCE,83,74,62,54,37,57,medium
LL69,MD12,Q3,"What word links the title of a 1914 opera by Igor Stravinsky and the nickname of the nineteenth-century superstar Swedish soprano, Jenny Lind?",CLASS MUSIC,63,42,32,19,8,27,hard
LL69,MD12,Q4,"A distinctly American sandwich comprising an absurd number of layers of various meats, cheeses, vegetables, and condiments takes its name from that of what popular comic-strip character?",FOOD/DRINK,91,86,80,68,54,71,easy
LL69,MD12,Q5,"A tribe of Pueblo people in western New Mexico; a seaport city in southern Brazil; a Philippine province on the island of Luzon; a dam across the Colorado River near Yuma, Arizona; and a beach in Orange County, California, all share what name?",GEOGRAPHY,52,36,31,24,18,29,hard
LL69,MD12,Q6,"A specially constructed 98' x 185' x 40' sound stage, which included thirty-one apartments (twelve of which were fully furnished), comprised the set on which the entirety of what 1954 film was shot?",FILM,81,74,66,57,42,59,medium
LL69,MD13,Q1,"The English-born architect and designer Calvert Vaux is remembered today for a transcendent collaboration and partnership, beginning in 1857, with what other individual?",ART,43,28,20,13,6,19,hard
LL69,MD13,Q2,"What scientific institution, formally established in 1830 and on whose grounds Vice President Joseph Biden and his wife Dr. Jill Biden currently reside, is officially responsible for measuring time and providing precise time information in the United States?",SCIENCE,83,70,62,51,31,53,medium
LL69,MD13,Q3,"One name was shared by six different sultans of the Ottoman Empire, including one (the Second) who conquered Istanbul in 1453, another (the Third) who had his nineteen brothers executed by strangulation, and another (the Sixth) who was the last, removed when the sultanate was abolished by Mustafa Kemal Atatê_rk and the new Turkish parliament in 1922? Both in modern Turkish and in the West, this name is most often rendered as what?",WORLD HIST,43,29,19,13,5,18,hard
LL69,MD13,Q4,"What, it has been asserted (though never proven), arrived in Brazil during the 2013 FIFA Confederations Cup in June of that year, when Tahiti's national soccer team (and some of the team's fans) traveled to a match in Recife against the national team of Uruguay?",CURR EVENTS,95,95,92,91,82,88,easy
